id	con	treat
GSM155810_con	-0.00637852540529918	1.00722909579582
GSM155811_con	0.979105162952637	0.0202874147091172
GSM155833_con	0.993780177575784	0.0054280357981224
GSM155834_con	0.993780177575784	0.0054280357981224
GSM155910_con	-0.00350465974530035	1.00414041191374
GSM155911_con	0.0204631701161256	0.979033246108925
GSM155912_con	0.0749249162269918	0.93135720671027
GSM155913_con	0.0749249162269918	0.93135720671027
GSM155914_con	-0.00311038788836198	1.00373261377301
GSM155915_con	0.101401382451943	0.898044115923122
GSM1471696_con	0.960531623551447	0.0383811595707524
GSM1471697_con	1.00644837485901	-0.0067199996315811
GSM1471698_con	0.332235420424869	0.668025156650992
GSM1471699_con	0.799856414267919	0.199821869650413
GSM1471700_con	1.00294389248303	-0.00404660061537309
GSM1471701_con	1.0258355729752	-0.0259940918456968
GSM1471702_con	0.332235420424869	0.668025156650992
GSM1471703_con	0.799856414267919	0.199821869650413
GSM1471704_con	1.00294389248303	-0.00404660061537309
GSM1471705_con	0.0202417737221078	0.979259019842987
GSM1471706_con	0.960531623551447	0.0383811595707524
GSM1471707_con	1.00644837485901	-0.0067199996315811
GSM1471708_con	0.960531623551447	0.0383811595707524
GSM1471709_con	1.00644837485901	-0.0067199996315811
GSM1471710_con	-0.00290297680838768	1.00352482063491
GSM1471711_con	-0.0509056779776355	1.05284756561195
GSM1471712_con	1.00326232984273	-0.00437604108768351
GSM1471713_con	1.01934184146509	-0.0195317760842941
GSM1471714_con	1.00294389248303	-0.00404660061537309
GSM1471715_con	1.01934184146509	-0.0195317760842941
GSM1471716_con	0.332235420424869	0.668025156650992
GSM1471717_con	0.799856414267919	0.199821869650413
GSM1471718_con	0.979609482885845	0.0195489194836112
GSM1471719_con	0.540705400710208	0.458574547710398
GSM1471720_con	0.332235420424869	0.668025156650992
GSM1471721_con	0.998673851828474	0.00105096063617183
GSM1471722_con	0.989470186531113	0.0094398867409367
GSM1471723_con	-0.0527325637874154	1.0547369249254
GSM1471724_con	1.00295241365519	-0.00405541509747887
